location,population,date,HighestInfectionCount,PercentPopulationInfected
Bhutan,771612,5/14/2020,20,0.0025919762782331
Congo,5518092,4/17/2020,143,0.00259147545927107
Congo,5518092,4/18/2020,143,0.00259147545927107
Congo,5518092,4/19/2020,143,0.00259147545927107
South Sudan,11193729,5/17/2020,290,0.00259073629529534
South Sudan,11193729,5/18/2020,290,0.00259073629529534
South Sudan,11193729,5/19/2020,290,0.00259073629529534
South Sudan,11193729,5/20/2020,290,0.00259073629529534
Taiwan,23816775,11/22/2020,617,0.00259061102941099
Niger,24206636,4/17/2020,627,0.0025901988198608
Asia,4639847425,3/21/2020,120181,0.00259019293075138
Angola,32866268,7/23/2020,851,0.00258928090040524
Andorra,77265,3/16/2020,2,0.002588494143532
Saudi Arabia,34813867,3/25/2020,900,0.002585176763041
Uzbekistan,33469199,4/12/2020,865,0.00258446579495374
Uganda,45741000,8/2/2020,1182,0.00258411490785072
Peru,32971846,3/29/2020,852,0.00258402274473804
Georgia,3989175,3/30/2020,103,0.00258198750368184
Vietnam,97338583,3/7/2021,2512,0.002580682728862
Zimbabwe,14862927,6/14/2020,383,0.00257688139085928
Uganda,45741000,8/1/2020,1176,0.00257099757329311
Bolivia,11673029,4/12/2020,300,0.00257002702554752
Vietnam,97338583,3/6/2021,2501,0.00256938196850472
World,7794798729,3/17/2020,199970,0.0025654286525196
Taiwan,23816775,11/20/2020,611,0.00256541870173439
Taiwan,23816775,11/21/2020,611,0.00256541870173439
Oman,5106622,3/27/2020,131,0.00256529658940881
Democratic Republic of Congo,89561404,5/25/2020,2297,0.00256472084783307
Singapore,5850343,3/8/2020,150,0.00256395223322803
Singapore,5850343,3/9/2020,150,0.00256395223322803
Iraq,40222503,4/6/2020,1031,0.00256324177538131
Vietnam,97338583,3/5/2021,2494,0.00256219057555009
Afghanistan,38928341,4/19/2020,997,0.00256111607735865
Gabon,2225728,4/13/2020,57,0.00256095982977255
Gabon,2225728,4/14/2020,57,0.00256095982977255
China,1439323774,2/8/2020,36814,0.00255772889081731
Croatia,4105268,3/19/2020,105,0.00255768929093058
Taiwan,23816775,11/19/2020,609,0.00255702125917552
Vietnam,97338583,3/4/2021,2488,0.00255602652444612
Botswana,2351625,6/13/2020,60,0.00255142720459257
Botswana,2351625,6/14/2020,60,0.00255142720459257
Botswana,2351625,6/15/2020,60,0.00255142720459257
Botswana,2351625,6/16/2020,60,0.00255142720459257
Vietnam,97338583,3/3/2021,2482,0.00254986247334215
Taiwan,23816775,11/18/2020,607,0.00254862381661665
Burundi,11890781,7/16/2020,303,0.00254819258718162
Monaco,39244,2/29/2020,1,0.00254816022831516
Monaco,39244,3/1/2020,1,0.00254816022831516
Monaco,39244,3/10/2020,1,0.00254816022831516
Monaco,39244,3/11/2020,1,0.00254816022831516
Monaco,39244,3/2/2020,1,0.00254816022831516
Monaco,39244,3/3/2020,1,0.00254816022831516
Monaco,39244,3/4/2020,1,0.00254816022831516
Monaco,39244,3/5/2020,1,0.00254816022831516
Monaco,39244,3/6/2020,1,0.00254816022831516
Monaco,39244,3/7/2020,1,0.00254816022831516
Monaco,39244,3/8/2020,1,0.00254816022831516
Monaco,39244,3/9/2020,1,0.00254816022831516
Cambodia,16718971,1/14/2021,426,0.00254800370190247
Bahamas,393248,3/27/2020,10,0.00254292456668565
Bahamas,393248,3/28/2020,10,0.00254292456668565
Guyana,786559,3/23/2020,20,0.00254272088934206
Cuba,11326616,4/4/2020,288,0.00254268353407584
Vietnam,97338583,3/2/2021,2475,0.00254267108038752
Bangladesh,164689383,4/23/2020,4186,0.00254175461936122
European Union,444919060,3/8/2020,11307,0.00254136111858188
Guinea-Bissau,1967998,4/19/2020,50,0.00254065298846848
Guinea-Bissau,1967998,4/20/2020,50,0.00254065298846848
Guinea-Bissau,1967998,4/21/2020,50,0.00254065298846848
Guinea-Bissau,1967998,4/22/2020,50,0.00254065298846848
Guinea-Bissau,1967998,4/23/2020,50,0.00254065298846848
Taiwan,23816775,11/17/2020,605,0.00254022637405778
Jordan,10203140,3/29/2020,259,0.00253843424671229
South Africa,59308690,4/3/2020,1505,0.00253757080117602
Thailand,69799978,4/1/2020,1771,0.00253725008337395
Ethiopia,114963583,6/12/2020,2915,0.00253558555146981
Asia,4639847425,3/20/2020,117624,0.00253508335998786
Lithuania,2722291,3/21/2020,69,0.00253462983935222
Sudan,43849269,5/9/2020,1111,0.00253367963785212
Europe,748680069,3/10/2020,18958,0.00253218975433951
Taiwan,23816775,11/16/2020,603,0.00253182893149891
El Salvador,6486201,4/16/2020,164,0.00252844461650202
Taiwan,23816775,11/15/2020,602,0.00252763021021948
India,1380004385,4/30/2020,34863,0.002526296320428
Panama,4314768,3/19/2020,109,0.0025262076663218
Burkina Faso,20903278,4/14/2020,528,0.00252591961892293
Rwanda,12952209,5/24/2020,327,0.00252466586973697
Gambia,2416664,7/6/2020,61,0.0025241407162932
Gambia,2416664,7/7/2020,61,0.0025241407162932
Gambia,2416664,7/8/2020,61,0.0025241407162932
Uganda,45741000,7/31/2020,1154,0.00252290067991517
Mozambique,31255435,6/25/2020,788,0.00252116151958851
Madagascar,27691019,5/29/2020,698,0.00252067285786774
Taiwan,23816775,11/14/2020,600,0.00251923276766061
North America,592072204,3/19/2020,14909,0.00251810503841859
Benin,12123198,6/10/2020,305,0.00251583781771114
Benin,12123198,6/11/2020,305,0.00251583781771114
Benin,12123198,6/9/2020,305,0.00251583781771114
Belize,397621,4/10/2020,10,0.00251495771098609
Vietnam,97338583,2/28/2021,2448,0.00251493285041965
Vietnam,97338583,3/1/2021,2448,0.00251493285041965
Brunei,437483,3/11/2020,11,0.00251438341604131
Brunei,437483,3/12/2020,11,0.00251438341604131
Malawi,19129955,6/11/2020,481,0.00251438124135681
Malawi,19129955,6/12/2020,481,0.00251438124135681
Serbia,6804596,3/21/2020,171,0.0025130073850086
Slovakia,5459643,3/20/2020,137,0.00250932158018391
Rwanda,12952209,5/23/2020,325,0.00250922448827069
Mali,20250834,5/1/2020,508,0.00250853866067936
Syria,17500657,7/14/2020,439,0.00250847725316827
Uganda,45741000,7/30/2020,1147,0.00250759712293129
United Arab Emirates,9890400,3/24/2020,248,0.00250748200275014
Kenya,53771300,5/26/2020,1348,0.00250691353937881
Argentina,45195777,4/2/2020,1133,0.0025068713831383
Taiwan,23816775,11/13/2020,597,0.00250663660382231
Nigeria,206139587,5/14/2020,5162,0.0025041284282771
Timor,1318442,12/23/2020,33,0.00250295424447947
Canada,37742157,3/20/2020,943,0.0024985323440841
Vietnam,97338583,2/27/2021,2432,0.00249849538080907
Sierra Leone,7976985,5/5/2020,199,0.00249467687353054
Japan,126476458,4/3/2020,3154,0.00249374472520412
Vietnam,97338583,2/26/2021,2426,0.0024923313297051
Uganda,45741000,7/29/2020,1140,0.0024922935659474
Colombia,50882884,4/3/2020,1267,0.00249003181502055
Morocco,36910558,4/4/2020,919,0.00248980251124895
Pakistan,220892331,4/12/2020,5496,0.00248809000073434
Vietnam,97338583,2/25/2021,2421,0.00248719462045179
Uganda,45741000,7/28/2020,1135,0.00248136245381605
Germany,83783945,3/12/2020,2078,0.00248018877602386
Namibia,2540916,6/22/2020,63,0.00247942080729941
Cote d'Ivoire,26378275,4/16/2020,654,0.00247931299525841
Cameroon,26545864,4/6/2020,658,0.00247872888974343
Cameroon,26545864,4/7/2020,658,0.00247872888974343
Rwanda,12952209,5/22/2020,321,0.00247834172533813
Vietnam,97338583,2/24/2021,2412,0.00247794854379583
Asia,4639847425,3/19/2020,114921,0.00247682713403017
Solomon Islands,686878,1/1/2021,17,0.00247496644236677
Solomon Islands,686878,1/10/2021,17,0.00247496644236677
Solomon Islands,686878,1/11/2021,17,0.00247496644236677
Solomon Islands,686878,1/12/2021,17,0.00247496644236677
Solomon Islands,686878,1/13/2021,17,0.00247496644236677
Solomon Islands,686878,1/14/2021,17,0.00247496644236677
Solomon Islands,686878,1/15/2021,17,0.00247496644236677
Solomon Islands,686878,1/16/2021,17,0.00247496644236677
Solomon Islands,686878,1/17/2021,17,0.00247496644236677
Solomon Islands,686878,1/18/2021,17,0.00247496644236677
Solomon Islands,686878,1/19/2021,17,0.00247496644236677
Solomon Islands,686878,1/2/2021,17,0.00247496644236677
Solomon Islands,686878,1/20/2021,17,0.00247496644236677
Solomon Islands,686878,1/21/2021,17,0.00247496644236677
Solomon Islands,686878,1/22/2021,17,0.00247496644236677
Solomon Islands,686878,1/23/2021,17,0.00247496644236677
Solomon Islands,686878,1/24/2021,17,0.00247496644236677
Solomon Islands,686878,1/25/2021,17,0.00247496644236677
Solomon Islands,686878,1/26/2021,17,0.00247496644236677
Solomon Islands,686878,1/27/2021,17,0.00247496644236677
Solomon Islands,686878,1/28/2021,17,0.00247496644236677
Solomon Islands,686878,1/29/2021,17,0.00247496644236677
Solomon Islands,686878,1/3/2021,17,0.00247496644236677
Solomon Islands,686878,1/30/2021,17,0.00247496644236677
Solomon Islands,686878,1/31/2021,17,0.00247496644236677
Solomon Islands,686878,1/4/2021,17,0.00247496644236677
Solomon Islands,686878,1/5/2021,17,0.00247496644236677
Solomon Islands,686878,1/6/2021,17,0.00247496644236677
Solomon Islands,686878,1/7/2021,17,0.00247496644236677
Solomon Islands,686878,1/8/2021,17,0.00247496644236677
Solomon Islands,686878,1/9/2021,17,0.00247496644236677
Solomon Islands,686878,11/24/2020,17,0.00247496644236677
Solomon Islands,686878,11/25/2020,17,0.00247496644236677
Solomon Islands,686878,11/26/2020,17,0.00247496644236677
Solomon Islands,686878,11/27/2020,17,0.00247496644236677
Solomon Islands,686878,11/28/2020,17,0.00247496644236677
Solomon Islands,686878,11/29/2020,17,0.00247496644236677
Solomon Islands,686878,11/30/2020,17,0.00247496644236677
Solomon Islands,686878,12/1/2020,17,0.00247496644236677
Solomon Islands,686878,12/10/2020,17,0.00247496644236677
Solomon Islands,686878,12/11/2020,17,0.00247496644236677
Solomon Islands,686878,12/12/2020,17,0.00247496644236677
Solomon Islands,686878,12/13/2020,17,0.00247496644236677
Solomon Islands,686878,12/14/2020,17,0.00247496644236677
Solomon Islands,686878,12/15/2020,17,0.00247496644236677
Solomon Islands,686878,12/16/2020,17,0.00247496644236677
Solomon Islands,686878,12/17/2020,17,0.00247496644236677
Solomon Islands,686878,12/18/2020,17,0.00247496644236677
Solomon Islands,686878,12/19/2020,17,0.00247496644236677
Solomon Islands,686878,12/2/2020,17,0.00247496644236677
Solomon Islands,686878,12/20/2020,17,0.00247496644236677
Solomon Islands,686878,12/21/2020,17,0.00247496644236677
Solomon Islands,686878,12/22/2020,17,0.00247496644236677
Solomon Islands,686878,12/23/2020,17,0.00247496644236677
Solomon Islands,686878,12/24/2020,17,0.00247496644236677
Solomon Islands,686878,12/25/2020,17,0.00247496644236677
Solomon Islands,686878,12/26/2020,17,0.00247496644236677
Solomon Islands,686878,12/27/2020,17,0.00247496644236677
Solomon Islands,686878,12/28/2020,17,0.00247496644236677
Solomon Islands,686878,12/29/2020,17,0.00247496644236677
Solomon Islands,686878,12/3/2020,17,0.00247496644236677
Solomon Islands,686878,12/30/2020,17,0.00247496644236677
Solomon Islands,686878,12/31/2020,17,0.00247496644236677
Solomon Islands,686878,12/4/2020,17,0.00247496644236677
Solomon Islands,686878,12/5/2020,17,0.00247496644236677
Solomon Islands,686878,12/6/2020,17,0.00247496644236677
Solomon Islands,686878,12/7/2020,17,0.00247496644236677
Solomon Islands,686878,12/8/2020,17,0.00247496644236677
Solomon Islands,686878,12/9/2020,17,0.00247496644236677
Solomon Islands,686878,2/1/2021,17,0.00247496644236677
Solomon Islands,686878,2/2/2021,17,0.00247496644236677
Solomon Islands,686878,2/3/2021,17,0.00247496644236677
Solomon Islands,686878,2/4/2021,17,0.00247496644236677
Solomon Islands,686878,2/5/2021,17,0.00247496644236677
Solomon Islands,686878,2/6/2021,17,0.00247496644236677
Solomon Islands,686878,2/7/2021,17,0.00247496644236677
Solomon Islands,686878,2/8/2021,17,0.00247496644236677
Solomon Islands,686878,2/9/2021,17,0.00247496644236677
Africa,1340598113,4/27/2020,33167,0.00247404495637985
Taiwan,23816775,11/12/2020,589,0.00247304683358683
Switzerland,8654618,3/6/2020,214,0.00247266834885145
Indonesia,273523621,4/20/2020,6760,0.00247145017139123
Kazakhstan,18776707,4/3/2020,464,0.00247114683101781
Rwanda,12952209,5/21/2020,320,0.00247062103460499
Angola,32866268,7/22/2020,812,0.0024706182034419
Vietnam,97338583,2/23/2021,2403,0.00246870246713988
Mexico,128932753,4/8/2020,3181,0.00246717759916288
Uganda,45741000,7/27/2020,1128,0.00246605889683216
Jamaica,2961161,4/13/2020,73,0.00246524927216048
Jamaica,2961161,4/14/2020,73,0.00246524927216048
South Africa,59308690,4/2/2020,1462,0.00246506877828527
Senegal,16743930,4/21/2020,412,0.0024605931821263
South Korea,51269183,2/26/2020,1261,0.00245956718288255
Cambodia,16718971,1/13/2021,411,0.00245828526169463
Vietnam,97338583,2/22/2021,2392,0.0024574017067826
Somalia,15893219,4/25/2020,390,0.00245387671308122
Taiwan,23816775,11/11/2020,584,0.00245205322718966
Liberia,5057677,4/26/2020,124,0.00245171844702617
Liberia,5057677,4/27/2020,124,0.00245171844702617
El Salvador,6486201,4/15/2020,159,0.00245135789038915
Ukraine,43733759,4/3/2020,1072,0.00245119565413986
Cameroon,26545864,4/5/2020,650,0.00244859236828758
Vietnam,97338583,2/21/2021,2383,0.00244815563012665
Egypt,102334403,4/15/2020,2505,0.00244785714927169
Libya,6871287,6/1/2020,168,0.0024449568181332
Sri Lanka,21413250,4/26/2020,523,0.00244241299195592
Malaysia,32365998,3/18/2020,790,0.00244083312369975
Yemen,29825968,6/14/2020,728,0.00244082606137041
Paraguay,7132530,4/16/2020,174,0.00243952706823525
Mozambique,31255435,6/24/2020,762,0.0024379759872163
Uganda,45741000,7/26/2020,1115,0.00243763800529066
Kuwait,4270563,3/14/2020,104,0.00243527609825683
Taiwan,23816775,11/10/2020,580,0.00243525834207192
Vietnam,97338583,2/20/2021,2368,0.00243274550236672
Albania,2877800,3/20/2020,70,0.00243241364931545
Russia,145934460,4/2/2020,3548,0.00243122837471013
Asia,4639847425,3/18/2020,112781,0.00243070492775956
Chad,16425859,5/14/2020,399,0.00242909670660146
Guinea,13132792,4/13/2020,319,0.00242903413074691
Taiwan,23816775,11/9/2020,578,0.00242686089951305
Vietnam,97338583,2/19/2021,2362,0.00242658145126275
Zambia,18383956,5/13/2020,446,0.0024260284347939
Rwanda,12952209,5/20/2020,314,0.00242429689020614
Myanmar,54409794,9/5/2020,1319,0.00242419590855279
Taiwan,23816775,11/8/2020,577,0.00242266217823362
Mozambique,31255435,6/23/2020,757,0.00242197876945242
Mali,20250834,4/30/2020,490,0.00241965343254505
Cote d'Ivoire,26378275,4/14/2020,638,0.00241865701983924
Cote d'Ivoire,26378275,4/15/2020,638,0.00241865701983924
Guyana,786559,3/22/2020,19,0.00241558484487496
Guyana,786559,4/1/2020,19,0.00241558484487496
Guyana,786559,4/2/2020,19,0.00241558484487496
Niger,24206636,4/15/2020,584,0.00241256158022123
Niger,24206636,4/16/2020,584,0.00241256158022123
Chile,19116209,3/20/2020,461,0.00241156601709052
Tajikistan,9537642,5/4/2020,230,0.00241149751689149
Nigeria,206139587,5/13/2020,4971,0.00241147276578176
Uganda,45741000,7/25/2020,1103,0.00241140333617542
Vietnam,97338583,2/18/2021,2347,0.00241117132350283
Jordan,10203140,3/28/2020,246,0.0024110224891553
Bahrain,1701583,2/29/2020,41,0.0024095210166063
Taiwan,23816775,11/6/2020,573,0.00240586729311588
Taiwan,23816775,11/7/2020,573,0.00240586729311588
Maldives,540542,3/15/2020,13,0.00240499350651753
Maldives,540542,3/16/2020,13,0.00240499350651753
Maldives,540542,3/17/2020,13,0.00240499350651753
Maldives,540542,3/18/2020,13,0.00240499350651753
Maldives,540542,3/19/2020,13,0.00240499350651753
Maldives,540542,3/20/2020,13,0.00240499350651753
Maldives,540542,3/21/2020,13,0.00240499350651753
Maldives,540542,3/22/2020,13,0.00240499350651753
Maldives,540542,3/23/2020,13,0.00240499350651753
Maldives,540542,3/24/2020,13,0.00240499350651753
Maldives,540542,3/25/2020,13,0.00240499350651753
Maldives,540542,3/26/2020,13,0.00240499350651753
Indonesia,273523621,4/19/2020,6575,0.00240381433090197
Togo,8278737,5/12/2020,199,0.00240374830122034
Philippines,109581085,4/2/2020,2633,0.00240278694083016
Portugal,10196707,3/15/2020,245,0.00240273649130057
Guatemala,17915567,4/24/2020,430,0.00240014731322765
Afghanistan,38928341,4/18/2020,934,0.00239928025702405
Zambia,18383956,5/12/2020,441,0.00239883080660115
India,1380004385,4/29/2020,33062,0.00239578948874137
Zimbabwe,14862927,6/13/2020,356,0.00239522134502847
Haiti,11402533,5/16/2020,273,0.00239420486658535
Vietnam,97338583,2/17/2021,2329,0.00239267917019092
Papua New Guinea,8947027,8/10/2020,214,0.00239185597629246
Papua New Guinea,8947027,8/11/2020,214,0.00239185597629246
Papua New Guinea,8947027,8/9/2020,214,0.00239185597629246
Kenya,53771300,5/25/2020,1286,0.00239161039439255
Democratic Republic of Congo,89561404,5/24/2020,2141,0.00239053867444954
Iraq,40222503,4/5/2020,961,0.00238920984106832
Taiwan,23816775,11/5/2020,569,0.00238907240799814
Lebanon,6825442,3/20/2020,163,0.0023881237288369
Suriname,586634,5/30/2020,14,0.002386496520829
South America,430759772,3/28/2020,10279,0.00238624882548225
Taiwan,23816775,11/4/2020,568,0.00238487368671871
Asia,4639847425,3/17/2020,110644,0.00238464737878746
Syria,17500657,7/13/2020,417,0.00238276768695027
Uganda,45741000,7/24/2020,1089,0.00238079622220765
Taiwan,23816775,11/3/2020,567,0.00238067496543928
Poland,37846605,3/24/2020,901,0.0023806626776695
Cambodia,16718971,1/12/2021,398,0.00238052928018118
Mali,20250834,4/29/2020,482,0.00238014888670758
Malawi,19129955,6/10/2020,455,0.00237846874182401
Malawi,19129955,6/9/2020,455,0.00237846874182401
Rwanda,12952209,5/19/2020,308,0.0023779727458073
Burkina Faso,20903278,4/12/2020,497,0.00237761752008465
Burkina Faso,20903278,4/13/2020,497,0.00237761752008465
Benin,12123198,6/8/2020,288,0.00237561079180592
Cuba,11326616,4/3/2020,269,0.00237493705092501
Africa,1340598113,4/26/2020,31833,0.0023745371331878
Vietnam,97338583,2/16/2021,2311,0.00237418701687901
Cote d'Ivoire,26378275,4/13/2020,626,0.00237316503827487
Liberia,5057677,4/25/2020,120,0.00237263075518662
Angola,32866268,7/21/2020,779,0.00237021130601138
China,1439323774,2/7/2020,34110,0.00236986289090505
Madagascar,27691019,5/28/2020,656,0.00236899913289576
Pakistan,220892331,4/11/2020,5230,0.00236766934203795
Thailand,69799978,3/31/2020,1651,0.00236533025841355
Taiwan,23816775,11/2/2020,563,0.00236388008032154
Yemen,29825968,6/13/2020,705,0.00236371205118976
Czechia,10708982,3/15/2020,253,0.00236250280372121
World,7794798729,3/16/2020,184027,0.00236089482741024
Uganda,45741000,7/23/2020,1079,0.00235893399794495
Singapore,5850343,3/7/2020,138,0.00235883605456979
Gambia,2416664,7/4/2020,57,0.00235862329227398
Gambia,2416664,7/5/2020,57,0.00235862329227398
Mozambique,31255435,6/22/2020,737,0.00235798989839687
Bolivia,11673029,4/11/2020,275,0.0023558581067519
Niger,24206636,4/14/2020,570,0.00235472619987346
Tunisia,11818618,3/28/2020,278,0.00235222087726331
Timor,1318442,12/10/2020,31,0.00235126004784435
Timor,1318442,12/11/2020,31,0.00235126004784435
Timor,1318442,12/12/2020,31,0.00235126004784435
Timor,1318442,12/13/2020,31,0.00235126004784435
Timor,1318442,12/14/2020,31,0.00235126004784435
Timor,1318442,12/15/2020,31,0.00235126004784435
Timor,1318442,12/16/2020,31,0.00235126004784435
Timor,1318442,12/17/2020,31,0.00235126004784435
Timor,1318442,12/18/2020,31,0.00235126004784435
Timor,1318442,12/19/2020,31,0.00235126004784435
Timor,1318442,12/2/2020,31,0.00235126004784435
Timor,1318442,12/20/2020,31,0.00235126004784435
Timor,1318442,12/21/2020,31,0.00235126004784435
Timor,1318442,12/22/2020,31,0.00235126004784435
Timor,1318442,12/3/2020,31,0.00235126004784435
Timor,1318442,12/4/2020,31,0.00235126004784435
Timor,1318442,12/5/2020,31,0.00235126004784435
Timor,1318442,12/6/2020,31,0.00235126004784435
Timor,1318442,12/7/2020,31,0.00235126004784435
Timor,1318442,12/8/2020,31,0.00235126004784435
Timor,1318442,12/9/2020,31,0.00235126004784435
Uganda,45741000,7/22/2020,1075,0.00235018910823987
Bulgaria,6948445,3/21/2020,163,0.00234584860353647
Mozambique,31255435,6/21/2020,733,0.00234519212418576
Cambodia,16718971,1/11/2021,392,0.00234464190409805
Uganda,45741000,7/21/2020,1072,0.00234363044096106
Taiwan,23816775,11/1/2020,558,0.00234288647392437
Benin,12123198,5/9/2020,284,0.00234261619747529
Fiji,896444,7/6/2020,21,0.00234258916340563
Fiji,896444,7/7/2020,21,0.00234258916340563
Fiji,896444,7/8/2020,21,0.00234258916340563
Asia,4639847425,3/16/2020,108650,0.00234167182771102
Nepal,29136808,5/25/2020,682,0.002340681930567
Hungary,9660350,3/25/2020,226,0.00233945975042312
Cambodia,16718971,1/10/2021,391,0.00233866067475086
Cambodia,16718971,1/9/2021,391,0.00233866067475086
Guinea-Bissau,1967998,4/18/2020,46,0.00233740074939101
Uganda,45741000,7/20/2020,1069,0.00233707177368225
Palestine,5101416,3/31/2020,119,0.00233268567001789
Argentina,45195777,3/31/2020,1054,0.00233207629111012
Argentina,45195777,4/1/2020,1054,0.00233207629111012
Vietnam,97338583,2/15/2021,2269,0.00233103865915122
Taiwan,23816775,10/31/2020,555,0.00233029031008606
Moldova,4033963,3/22/2020,94,0.0023302147292873
Jamaica,2961161,4/12/2020,69,0.00233016712026128
Afghanistan,38928341,4/17/2020,907,0.00232992204830923
Solomon Islands,686878,11/10/2020,16,0.00232938018105107
Solomon Islands,686878,11/11/2020,16,0.00232938018105107
Solomon Islands,686878,11/12/2020,16,0.00232938018105107
Solomon Islands,686878,11/13/2020,16,0.00232938018105107
Solomon Islands,686878,11/14/2020,16,0.00232938018105107
Solomon Islands,686878,11/15/2020,16,0.00232938018105107
Solomon Islands,686878,11/16/2020,16,0.00232938018105107
Solomon Islands,686878,11/17/2020,16,0.00232938018105107
Solomon Islands,686878,11/18/2020,16,0.00232938018105107
Solomon Islands,686878,11/19/2020,16,0.00232938018105107
Solomon Islands,686878,11/20/2020,16,0.00232938018105107
Solomon Islands,686878,11/21/2020,16,0.00232938018105107
Solomon Islands,686878,11/22/2020,16,0.00232938018105107
Solomon Islands,686878,11/23/2020,16,0.00232938018105107
Solomon Islands,686878,11/9/2020,16,0.00232938018105107
Uganda,45741000,7/19/2020,1065,0.00232832688397718
South Africa,59308690,4/1/2020,1380,0.00232680910672618
Taiwan,23816775,10/30/2020,554,0.00232609158880663
Ethiopia,114963583,6/11/2020,2670,0.00232247458745262
Nigeria,206139587,5/12/2020,4787,0.00232221286055065
Taiwan,23816775,10/29/2020,553,0.00232189286752719
Uganda,45741000,7/18/2020,1062,0.00232176821669837
Kazakhstan,18776707,4/2/2020,435,0.0023167001540792
Malawi,19129955,6/8/2020,443,0.0023157398958858
Burkina Faso,20903278,4/11/2020,484,0.00231542631734602
Cambodia,16718971,1/8/2021,387,0.0023147357573621
Liberia,5057677,4/24/2020,117,0.00231331498630695
Taiwan,23816775,10/24/2020,550,0.00230929670368889
Taiwan,23816775,10/25/2020,550,0.00230929670368889
Taiwan,23816775,10/26/2020,550,0.00230929670368889
Taiwan,23816775,10/27/2020,550,0.00230929670368889
Taiwan,23816775,10/28/2020,550,0.00230929670368889
Cambodia,16718971,1/7/2021,386,0.00230875452801491
Uganda,45741000,7/17/2020,1056,0.00230865088214075
Zimbabwe,14862927,6/12/2020,343,0.00230775539703586
Asia,4639847425,3/15/2020,106927,0.00230453698593333
North Macedonia,2083380,3/19/2020,48,0.00230394839155603
Belgium,11589616,3/10/2020,267,0.00230378642398506
Jordan,10203140,3/27/2020,235,0.00230321254045323
Cambodia,16718971,1/6/2021,385,0.00230277329866772
Taiwan,23816775,10/22/2020,548,0.00230089926113002
Taiwan,23816775,10/23/2020,548,0.00230089926113002
Lebanon,6825442,3/19/2020,157,0.00230021733391039
Uganda,45741000,7/16/2020,1051,0.0022977197700094
El Salvador,6486201,4/14/2020,149,0.00229718443816342
Costa Rica,5094114,3/21/2020,117,0.00229676838798661
Egypt,102334403,4/14/2020,2350,0.00229639293444649
Bolivia,11673029,4/10/2020,268,0.00229589080948912
Spain,46754783,3/9/2020,1073,0.00229495236883037
Rwanda,12952209,5/18/2020,297,0.00229304514774275
Uzbekistan,33469199,4/11/2020,767,0.00229165926558326
Cambodia,16718971,1/5/2021,383,0.00229081083997335
Bangladesh,164689383,4/22/2020,3772,0.00229037229436946
Malawi,19129955,6/7/2020,438,0.00228960287674487
Vietnam,97338583,2/14/2021,2228,0.0022889176432741
Bahamas,393248,3/26/2020,9,0.00228863211001709
Cambodia,16718971,1/3/2021,382,0.00228482961062616
Cambodia,16718971,1/4/2021,382,0.00228482961062616
Indonesia,273523621,4/18/2020,6248,0.00228426341284799
Taiwan,23816775,10/21/2020,544,0.00228410437601229
Colombia,50882884,4/2/2020,1161,0.00228171028984914
South Africa,59308690,3/31/2020,1353,0.00228128458072502
Georgia,3989175,3/29/2020,91,0.00228117342558298
Uganda,45741000,7/15/2020,1043,0.00228022999059924
Taiwan,23816775,10/20/2020,543,0.00227990565473285
Angola,32866268,7/20/2020,749,0.00227893230834727
Cambodia,16718971,1/2/2021,381,0.00227884838127897
Germany,83783945,3/11/2020,1908,0.00227728594064173
Gambia,2416664,7/2/2020,55,0.00227586458026436
Gambia,2416664,7/3/2020,55,0.00227586458026436
Timor,1318442,10/26/2020,30,0.00227541294952679
Timor,1318442,10/27/2020,30,0.00227541294952679
Timor,1318442,10/28/2020,30,0.00227541294952679
Timor,1318442,10/29/2020,30,0.00227541294952679
Timor,1318442,10/30/2020,30,0.00227541294952679
Timor,1318442,10/31/2020,30,0.00227541294952679
Timor,1318442,11/1/2020,30,0.00227541294952679
Timor,1318442,11/10/2020,30,0.00227541294952679
Timor,1318442,11/11/2020,30,0.00227541294952679
Timor,1318442,11/12/2020,30,0.00227541294952679
Timor,1318442,11/13/2020,30,0.00227541294952679
Timor,1318442,11/14/2020,30,0.00227541294952679
Timor,1318442,11/15/2020,30,0.00227541294952679
Timor,1318442,11/16/2020,30,0.00227541294952679
Timor,1318442,11/17/2020,30,0.00227541294952679
Timor,1318442,11/18/2020,30,0.00227541294952679
Timor,1318442,11/19/2020,30,0.00227541294952679
Timor,1318442,11/2/2020,30,0.00227541294952679
Timor,1318442,11/20/2020,30,0.00227541294952679
Timor,1318442,11/21/2020,30,0.00227541294952679
Timor,1318442,11/22/2020,30,0.00227541294952679
Timor,1318442,11/23/2020,30,0.00227541294952679
Timor,1318442,11/24/2020,30,0.00227541294952679
Timor,1318442,11/25/2020,30,0.00227541294952679
Timor,1318442,11/26/2020,30,0.00227541294952679
Timor,1318442,11/27/2020,30,0.00227541294952679
Timor,1318442,11/28/2020,30,0.00227541294952679
Timor,1318442,11/29/2020,30,0.00227541294952679
Timor,1318442,11/3/2020,30,0.00227541294952679
Timor,1318442,11/30/2020,30,0.00227541294952679
Timor,1318442,11/4/2020,30,0.00227541294952679
Timor,1318442,11/5/2020,30,0.00227541294952679
Timor,1318442,11/6/2020,30,0.00227541294952679
Timor,1318442,11/7/2020,30,0.00227541294952679
Timor,1318442,11/8/2020,30,0.00227541294952679
Timor,1318442,11/9/2020,30,0.00227541294952679
Timor,1318442,12/1/2020,30,0.00227541294952679
Uruguay,3473727,3/18/2020,79,0.00227421441005583
